The Verifier - November 2018. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Equipment Type,Manufacturer,Model,First Year in Use,QR/Barcode,VVPAT,Election Day Standard,Election Day Accessible,Early Voting Standard,Early Voting Accessible,Mail Ballot/Absentee Equipment,Notes on usage
"0109900000","Alabama","Monroe County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0109900000","Alabama","Monroe County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0109900000","Alabama","Monroe County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0110100000","Alabama","Montgomery County","Hand-Fed Optical Scanner","ES&S","DS200","2018","N/A","N/A","Yes","No","No","No","No","",
"0110100000","Alabama","Montgomery County","Ballot Marking Device","ES&S","ExpressVote","2018","Yes","N/A","No","Yes","No","No","No","",
"0110100000","Alabama","Montgomery County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0110100000","Alabama","Montgomery County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0110100000","Alabama","Montgomery County","Batch-Fed Optical Scanner","ES&S","DS850","2018","N/A","N/A","No","No","No","No","Yes","",
"0110300000","Alabama","Morgan County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0110300000","Alabama","Morgan County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0110300000","Alabama","Morgan County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0110300000","Alabama","Morgan County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0110500000","Alabama","Perry County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0110500000","Alabama","Perry County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0110500000","Alabama","Perry County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0110500000","Alabama","Perry County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0110700000","Alabama","Pickens County","Hand-Fed Optical Scanner","ES&S","Model 100","2004","N/A","N/A","Yes","No","No","No","Yes","",
"0110700000","Alabama","Pickens County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0110700000","Alabama","Pickens County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0110700000","Alabama","Pickens County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0110900000","Alabama","Pike County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0110900000","Alabama","Pike County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0110900000","Alabama","Pike County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0110900000","Alabama","Pike County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0111100000","Alabama","Randolph County","Hand-Fed Optical Scanner","ES&S","Model 100","2004","N/A","N/A","Yes","No","No","No","Yes","",
"0111100000","Alabama","Randolph County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0111100000","Alabama","Randolph County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0111100000","Alabama","Randolph County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0111300000","Alabama","Russell County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0111300000","Alabama","Russell County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0111300000","Alabama","Russell County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0111300000","Alabama","Russell County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0111700000","Alabama","Shelby County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","No","",
"0111700000","Alabama","Shelby County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0111700000","Alabama","Shelby County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0111700000","Alabama","Shelby County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0111700000","Alabama","Shelby County","Batch-Fed Optical Scanner","ES&S","DS850","2014","N/A","N/A","No","No","No","No","Yes","",
"0111500000","Alabama","St. Clair County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0111500000","Alabama","St. Clair County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0111500000","Alabama","St. Clair County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0111500000","Alabama","St. Clair County","Commercial Electronic Poll Book","ES&S","ExpressPoll","","N/A","N/A","Yes","No","No","No","No","",
"0111900000","Alabama","Sumter County","Hand-Fed Optical Scanner","ES&S","Model 100","2004","N/A","N/A","Yes","No","No","No","Yes","",
"0111900000","Alabama","Sumter County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0111900000","Alabama","Sumter County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0111900000","Alabama","Sumter County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0112100000","Alabama","Talladega County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0112100000","Alabama","Talladega County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0112100000","Alabama","Talladega County","Ballot Marking Device","ES&S","ExpressVote","2018","Yes","N/A","No","Yes","No","No","No","",
"0112100000","Alabama","Talladega County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0112100000","Alabama","Talladega County","Commercial Electronic Poll Book","ES&S","ExpressPoll","","N/A","N/A","Yes","No","No","No","No","",
"0112300000","Alabama","Tallapoosa County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0112300000","Alabama","Tallapoosa County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0112300000","Alabama","Tallapoosa County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0112300000","Alabama","Tallapoosa County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0112500000","Alabama","Tuscaloosa County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","No","",
"0112500000","Alabama","Tuscaloosa County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0112500000","Alabama","Tuscaloosa County","Batch-Fed Optical Scanner","ES&S","DS850","2018","N/A","N/A","No","No","No","No","Yes","",
"0112500000","Alabama","Tuscaloosa County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0112500000","Alabama","Tuscaloosa County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0112700000","Alabama","Walker County","Hand-Fed Optical Scanner","ES&S","Model 100","2004","N/A","N/A","Yes","No","No","No","Yes","",
"0112700000","Alabama","Walker County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0112700000","Alabama","Walker County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0112700000","Alabama","Walker County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0112900000","Alabama","Washington County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0112900000","Alabama","Washington County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0112900000","Alabama","Washington County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0112900000","Alabama","Washington County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0113100000","Alabama","Wilcox County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0113100000","Alabama","Wilcox County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0113100000","Alabama","Wilcox County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0113100000","Alabama","Wilcox County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"0113300000","Alabama","Winston County","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","No","No","Yes","",
"0113300000","Alabama","Winston County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"0113300000","Alabama","Winston County","Internet Voting: Web Portal","Votem","CastIron","2018","N/A","N/A","No","No","No","No","Yes","Military and overseas voters outside the U.S.",
"0113300000","Alabama","Winston County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"0200000000","Alaska","Alaska","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","Used in 135 Election Day polling places, 29,612 registered voters (5.16%)",
"0200000000","Alaska","Alaska","Hand-Fed Optical Scanner","Premier (Diebold)","AccuVote OS","2004","N/A","N/A","Yes","No","Yes","No","Yes","Used in 306 Election Day polling places, 544,186 registered voters (94.84%) and for all early and mail ballots.",
"0200000000","Alaska","Alaska","DRE-Touchscreen","Premier (Diebold)","AccuVote TSX","2006","N/A","Yes","No","Yes","No","Yes","No","",
"0200000000","Alaska","Alaska","Internet Voting: Fax","Not Applicable","Not Applicable","1998","N/A","N/A","No","No","No","No","Yes","Military and overseas voters and voters who apply within 15 days of Election Day",
"0200000000","Alaska","Alaska","Remote Ballot Marking System: Client-Side","Dominion","ImageCast Remote","2018","N/A","N/A","No","No","No","No","No","Military and overseas voters and voters who apply within 15 days of Election Day",
"0200000000","Alaska","Alaska","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"6000000000","American Samoa","American Samoa","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"6000000000","American Samoa","American Samoa","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"0400100000","Arizona","Apache County","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"0400100000","Arizona","Apache County","Batch-Fed Optical Scanner","ES&S","DS450","2018","N/A","N/A","Yes","No","Yes","No","No","",
"0400100000","Arizona","Apache County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"0400100000","Arizona","Apache County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"0400100000","Arizona","Apache County","Internet Voting: Web Portal","AZ SoS","UOCAVA Portal","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"0400100000","Arizona","Apache County","Commercial Electronic Poll Book","ES&S","ExpressPoll","","N/A","N/A","Yes","No","Yes","No","No","",
"0400300000","Arizona","Cochise County","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","Yes","No","No","",
"0400300000","Arizona","Cochise County","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"0400300000","Arizona","Cochise County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"0400300000","Arizona","Cochise County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"0400300000","Arizona","Cochise County","Internet Voting: Web Portal","AZ SoS","UOCAVA Portal","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"0400300000","Arizona","Cochise County","Commercial Electronic Poll Book","ES&S","ExpressPoll","","N/A","N/A","Yes","No","Yes","No","No","",
"0400500000","Arizona","Coconino County","Hand-Fed Optical Scanner","Premier (Diebold)","AccuVote OS","2004","N/A","N/A","Yes","No","Yes","No","No","",
"0400500000","Arizona","Coconino County","DRE-Touchscreen","Premier (Diebold)","AccuVote TSX","2006","N/A","Yes","No","Yes","No","Yes","No","",
"0400500000","Arizona","Coconino County","Batch-Fed Optical Scanner","Premier (Diebold)","AccuVote OS Central","2008","N/A","N/A","No","No","No","No","Yes","",
"0400500000","Arizona","Coconino County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"0400500000","Arizona","Coconino County","Internet Voting: Web Portal","AZ SoS","UOCAVA Portal","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"0400500000","Arizona","Coconino County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","Yes","No","No","",
"0400700000","Arizona","Gila County","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"0400700000","Arizona","Gila County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"0400700000","Arizona","Gila County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
